window_id,recording_id,participant,label,t_start
P02_B02_W016,P02_B02,P02,bumpy,37.162011962890624
P02_B02_W017,P02_B02,P02,bumpy,39.168317626953126
P02_B02_W018,P02_B02,P02,bumpy,41.1746201171875
P02_B02_W019,P02_B02,P02,bumpy,43.180918212890624
P02_B02_W020,P02_B02,P02,bumpy,45.18721142578125
P02_B02_W021,P02_B02,P02,bumpy,47.1935009765625
P02_B02_W022,P02_B02,P02,bumpy,49.19978344726562
P02_B02_W023,P02_B02,P02,bumpy,51.20606225585937
P02_B02_W024,P02_B02,P02,bumpy,53.21233813476562
P02_B02_W025,P02_B02,P02,bumpy,55.218611328125
P02_B02_W026,P02_B02,P02,bumpy,57.22488427734375
P02_B02_W027,P02_B02,P02,bumpy,59.23115771484375
P02_B02_W028,P02_B02,P02,bumpy,61.2374287109375
P02_B02_W029,P02_B02,P02,bumpy,63.24369799804688
P02_B03_W000,P02_B03,P02,bumpy,5.064543212890625
P02_B03_W001,P02_B03,P02,bumpy,7.0708984375
P02_B03_W002,P02_B03,P02,bumpy,9.0772607421875
P02_B03_W003,P02_B03,P02,bumpy,11.083635498046876
P02_B03_W004,P02_B03,P02,bumpy,13.09002001953125
P02_B03_W005,P02_B03,P02,bumpy,15.096420654296876
P02_B03_W006,P02_B03,P02,bumpy,17.1028349609375
P02_B03_W007,P02_B03,P02,bumpy,19.109259521484372
P02_B03_W008,P02_B03,P02,bumpy,21.11569140625
P02_B03_W009,P02_B03,P02,bumpy,23.1221259765625
P02_B03_W010,P02_B03,P02,bumpy,25.128570068359377
P02_B03_W011,P02_B03,P02,bumpy,27.135006103515625
P02_B03_W012,P02_B03,P02,bumpy,29.14144311523437
P02_B03_W013,P02_B03,P02,bumpy,31.147876708984374
P02_B03_W014,P02_B03,P02,bumpy,33.15430615234375
P02_B03_W015,P02_B03,P02,bumpy,35.160734130859375
P02_B03_W016,P02_B03,P02,bumpy,37.16715649414063
P02_B03_W017,P02_B03,P02,bumpy,39.17357421875
P02_B03_W018,P02_B03,P02,bumpy,41.179989990234375
P02_B03_W019,P02_B03,P02,bumpy,43.18640185546875
P02_B03_W020,P02_B03,P02,bumpy,45.19281030273437
P02_B03_W021,P02_B03,P02,bumpy,47.19921459960938
P02_B03_W022,P02_B03,P02,bumpy,49.20561108398437
P02_B03_W023,P02_B03,P02,bumpy,51.21200317382812
P02_B03_W024,P02_B03,P02,bumpy,53.2183916015625
P02_B03_W025,P02_B03,P02,bumpy,55.22477758789063
P02_B03_W026,P02_B03,P02,bumpy,57.23116674804688
P02_B03_W027,P02_B03,P02,bumpy,59.23755639648437
P02_B03_W028,P02_B03,P02,bumpy,61.243943603515625
P02_B03_W029,P02_B03,P02,bumpy,63.2503310546875
P02_B03_W030,P02_B03,P02,bumpy,65.25671875
P02_B04_W000,P02_B04,P02,bumpy,5.041602783203125
P02_B04_W001,P02_B04,P02,bumpy,7.0479951171875
P02_B04_W002,P02_B04,P02,bumpy,9.05438916015625
P02_B04_W003,P02_B04,P02,bumpy,11.06077294921875
P02_B04_W004,P02_B04,P02,bumpy,13.06715966796875
P02_B04_W005,P02_B04,P02,bumpy,15.073538330078126
P02_B04_W006,P02_B04,P02,bumpy,17.07991015625
P02_B04_W007,P02_B04,P02,bumpy,19.08627587890625
P02_B04_W008,P02_B04,P02,bumpy,21.092637451171875
P02_B04_W009,P02_B04,P02,bumpy,23.0989921875
P02_B04_W010,P02_B04,P02,bumpy,25.105342041015625
P02_B04_W011,P02_B04,P02,bumpy,27.111689208984377
P02_B04_W012,P02_B04,P02,bumpy,29.11803369140625
P02_B04_W013,P02_B04,P02,bumpy,31.124376953125
P02_B04_W014,P02_B04,P02,bumpy,33.13071435546875
P02_B04_W015,P02_B04,P02,bumpy,35.1370498046875
P02_B04_W016,P02_B04,P02,bumpy,37.1433828125
P02_B04_W017,P02_B04,P02,bumpy,39.1497138671875
P02_B04_W018,P02_B04,P02,bumpy,41.15604418945313
P02_B04_W019,P02_B04,P02,bumpy,43.1623642578125
P02_B04_W020,P02_B04,P02,bumpy,45.168685546875
P02_B04_W021,P02_B04,P02,bumpy,47.17500952148438
P02_B04_W022,P02_B04,P02,bumpy,49.1813251953125
P02_B04_W023,P02_B04,P02,bumpy,51.187642578125
P02_B04_W024,P02_B04,P02,bumpy,53.19395678710937
P02_B04_W025,P02_B04,P02,bumpy,55.20027026367188
P02_B04_W026,P02_B04,P02,bumpy,57.20658129882813
P02_B04_W027,P02_B04,P02,bumpy,59.212892578125
P02_B04_W028,P02_B04,P02,bumpy,61.21920141601562
P02_B04_W029,P02_B04,P02,bumpy,63.22550903320312
P02_B04_W030,P02_B04,P02,bumpy,65.23181518554688
P02_B04_W031,P02_B04,P02,bumpy,67.23811865234374
P02_B04_W032,P02_B04,P02,bumpy,69.24442065429687
P02_B04_W033,P02_B04,P02,bumpy,71.25071875
P02_S01_W000,P02_S01,P02,smooth,5.09900634765625
P02_S01_W001,P02_S01,P02,smooth,7.105581298828125
P02_S01_W002,P02_S01,P02,smooth,9.11215380859375
P02_S01_W003,P02_S01,P02,smooth,11.118718994140623
P02_S01_W004,P02_S01,P02,smooth,13.125281494140625
P02_S01_W005,P02_S01,P02,smooth,15.131828125
P02_S01_W006,P02_S01,P02,smooth,17.138370361328125
P02_S01_W007,P02_S01,P02,smooth,19.144902587890623
P02_S01_W008,P02_S01,P02,smooth,21.151426025390624
P02_S01_W009,P02_S01,P02,smooth,23.157936767578125
P02_S01_W010,P02_S01,P02,smooth,25.164439208984376
P02_S01_W011,P02_S01,P02,smooth,27.17093359375
P02_S01_W012,P02_S01,P02,smooth,29.177418212890625
P02_S01_W013,P02_S01,P02,smooth,31.183902099609377
P02_S01_W014,P02_S01,P02,smooth,33.19037377929688
P02_S01_W015,P02_S01,P02,smooth,35.196845703125
P02_S01_W016,P02_S01,P02,smooth,37.20331420898437
P02_S01_W017,P02_S01,P02,smooth,39.20977612304687
P02_S01_W018,P02_S01,P02,smooth,41.216233642578125
P02_S01_W019,P02_S01,P02,smooth,43.2226904296875
P02_S01_W020,P02_S01,P02,smooth,45.229141845703126
P02_S01_W021,P02_S01,P02,smooth,47.23558251953125
P02_S01_W022,P02_S01,P02,smooth,49.24200805664063
P02_S01_W023,P02_S01,P02,smooth,51.24842211914063
P02_S01_W024,P02_S01,P02,smooth,53.25482421875
P02_S01_W025,P02_S01,P02,smooth,55.26121630859375
P02_S01_W026,P02_S01,P02,smooth,57.26760009765625
P02_S01_W027,P02_S01,P02,smooth,59.273976318359374
P02_S01_W028,P02_S01,P02,smooth,61.28034521484375
P02_S01_W029,P02_S01,P02,smooth,63.28670703125
P02_S01_W030,P02_S01,P02,smooth,65.2930625
P02_S01_W031,P02_S01,P02,smooth,67.29941235351562
P02_S01_W032,P02_S01,P02,smooth,69.3057568359375
P02_S01_W033,P02_S01,P02,smooth,71.31209545898437
P02_S01_W034,P02_S01,P02,smooth,73.31843432617187
P02_S01_W035,P02_S01,P02,smooth,75.32476831054687
P02_S01_W036,P02_S01,P02,smooth,77.33109716796875
P02_S01_W037,P02_S01,P02,smooth,79.33742211914063
P02_S01_W038,P02_S01,P02,smooth,81.34374755859375
P02_S01_W039,P02_S01,P02,smooth,83.35006616210937
P02_S01_W040,P02_S01,P02,smooth,85.3563779296875
P02_S01_W041,P02_S01,P02,smooth,87.36269116210937
P02_S01_W042,P02_S01,P02,smooth,89.36899340820312
P02_S01_W043,P02_S01,P02,smooth,91.37530053710938
P02_S01_W044,P02_S01,P02,smooth,93.38159594726562
P02_S01_W045,P02_S01,P02,smooth,95.38789111328126
P02_S01_W046,P02_S01,P02,smooth,97.39418481445313
P02_S01_W047,P02_S01,P02,smooth,99.40047778320312
P02_S01_W048,P02_S01,P02,smooth,101.40676953125
P02_S01_W049,P02_S01,P02,smooth,103.41305639648438
P02_S01_W050,P02_S01,P02,smooth,105.4193427734375
P02_S01_W051,P02_S01,P02,smooth,107.42562548828126
P02_S01_W052,P02_S01,P02,smooth,109.4319072265625
P02_S01_W053,P02_S01,P02,smooth,111.43818530273435
P02_S01_W054,P02_S01,P02,smooth,113.4444619140625
P02_S01_W055,P02_S01,P02,smooth,115.45073559570312
P02_S01_W056,P02_S01,P02,smooth,117.45700903320312
P02_S01_W057,P02_S01,P02,smooth,119.46327905273438
P02_S01_W058,P02_S01,P02,smooth,121.46954345703124
P02_S01_W059,P02_S01,P02,smooth,123.47580786132812
P02_S02_W000,P02_S02,P02,smooth,5.1407607421875
P02_S02_W001,P02_S02,P02,smooth,7.14679638671875
P02_S02_W002,P02_S02,P02,smooth,9.152839111328126
P02_S02_W003,P02_S02,P02,smooth,11.158887451171877
P02_S02_W004,P02_S02,P02,smooth,13.16493310546875
P02_S02_W005,P02_S02,P02,smooth,15.170983642578124
P02_S02_W006,P02_S02,P02,smooth,17.177032958984373
P02_S02_W007,P02_S02,P02,smooth,19.183083740234373
P02_S02_W008,P02_S02,P02,smooth,21.189134765625
P02_S02_W009,P02_S02,P02,smooth,23.19518115234375
P02_S02_W010,P02_S02,P02,smooth,25.20122705078125
P02_S02_W011,P02_S02,P02,smooth,27.20727099609375
P02_S02_W012,P02_S02,P02,smooth,29.213311767578126
P02_S02_W013,P02_S02,P02,smooth,31.2193505859375
P02_S02_W014,P02_S02,P02,smooth,33.22538598632813
P02_S02_W015,P02_S02,P02,smooth,35.23142163085937
P02_S02_W016,P02_S02,P02,smooth,37.23745483398437
P02_S02_W017,P02_S02,P02,smooth,39.243486328125
P02_S02_W018,P02_S02,P02,smooth,41.24951586914062
P02_S02_W019,P02_S02,P02,smooth,43.255542236328125
P02_S02_W020,P02_S02,P02,smooth,45.26156762695312
P02_S02_W021,P02_S02,P02,smooth,47.2675888671875
P02_S02_W022,P02_S02,P02,smooth,49.273608642578125
P02_S02_W023,P02_S02,P02,smooth,51.27962817382812
P02_S02_W024,P02_S02,P02,smooth,53.28564672851562
P02_S02_W025,P02_S02,P02,smooth,55.29166064453125
P02_S02_W026,P02_S02,P02,smooth,57.29767578125
P02_S02_W027,P02_S02,P02,smooth,59.30368725585937
P02_S02_W028,P02_S02,P02,smooth,61.309697265625
P02_S02_W029,P02_S02,P02,smooth,63.315705078125
P02_S02_W030,P02_S02,P02,smooth,65.3217119140625
P02_S02_W031,P02_S02,P02,smooth,67.3277138671875
P02_S02_W032,P02_S02,P02,smooth,69.33371557617187
P02_S03_W000,P02_S03,P02,smooth,5.108607421875
P02_S03_W001,P02_S03,P02,smooth,7.11507373046875
P02_S03_W002,P02_S03,P02,smooth,9.1215458984375
P02_S03_W003,P02_S03,P02,smooth,11.1280166015625
P02_S03_W004,P02_S03,P02,smooth,13.1344873046875
P02_S03_W005,P02_S03,P02,smooth,15.140953369140624
P02_S03_W006,P02_S03,P02,smooth,17.1474130859375
P02_S03_W007,P02_S03,P02,smooth,19.1538759765625
P02_S03_W008,P02_S03,P02,smooth,21.160330078125
P02_S03_W009,P02_S03,P02,smooth,23.16678173828125
P02_S03_W010,P02_S03,P02,smooth,25.17322998046875
P02_S03_W011,P02_S03,P02,smooth,27.179678955078124
P02_S03_W012,P02_S03,P02,smooth,29.186132568359376
P02_S03_W013,P02_S03,P02,smooth,31.19258544921875
P02_S03_W014,P02_S03,P02,smooth,33.19904907226562
P02_S03_W015,P02_S03,P02,smooth,35.205521240234376
P02_S03_W016,P02_S03,P02,smooth,37.21199633789063
P02_S03_W017,P02_S03,P02,smooth,39.21847509765625
P02_S03_W018,P02_S03,P02,smooth,41.22495483398438
P02_S03_W019,P02_S03,P02,smooth,43.23143383789063
P02_S03_W020,P02_S03,P02,smooth,45.23791088867188
P02_S03_W021,P02_S03,P02,smooth,47.24438452148438
P02_S03_W022,P02_S03,P02,smooth,49.250853515625
P02_S03_W023,P02_S03,P02,smooth,51.25731909179687
P02_S03_W024,P02_S03,P02,smooth,53.2637724609375
P02_S03_W025,P02_S03,P02,smooth,55.27022705078125
P02_S03_W026,P02_S03,P02,smooth,57.27667553710938
P02_S03_W027,P02_S03,P02,smooth,59.28311108398437
P02_S03_W028,P02_S03,P02,smooth,61.289551513671874
P02_S03_W029,P02_S03,P02,smooth,63.2959951171875
P02_S03_W030,P02_S03,P02,smooth,65.3024404296875
P02_S03_W031,P02_S03,P02,smooth,67.30888720703125
P02_S03_W032,P02_S03,P02,smooth,69.31533544921875
P02_S04_W000,P02_S04,P02,smooth,5.058193359375
P02_S04_W001,P02_S04,P02,smooth,7.0645283203125
P02_S04_W002,P02_S04,P02,smooth,9.07086962890625
P02_S04_W003,P02_S04,P02,smooth,11.077209228515626
P02_S04_W004,P02_S04,P02,smooth,13.08354248046875
P02_S04_W005,P02_S04,P02,smooth,15.089871826171876
P02_S04_W006,P02_S04,P02,smooth,17.09619970703125
P02_S04_W007,P02_S04,P02,smooth,19.102521728515622
P02_S04_W008,P02_S04,P02,smooth,21.10883154296875
P02_S04_W009,P02_S04,P02,smooth,23.115142333984377
P02_S04_W010,P02_S04,P02,smooth,25.121452392578124
P02_S04_W011,P02_S04,P02,smooth,27.12775634765625
P02_S04_W012,P02_S04,P02,smooth,29.13405322265625
P02_S04_W013,P02_S04,P02,smooth,31.14034692382813
P02_S04_W014,P02_S04,P02,smooth,33.14663647460937
P02_S04_W015,P02_S04,P02,smooth,35.15292114257812
P02_S04_W016,P02_S04,P02,smooth,37.15920361328125
P02_S04_W017,P02_S04,P02,smooth,39.16548046875
P02_S04_W018,P02_S04,P02,smooth,41.17175170898437
P02_S04_W019,P02_S04,P02,smooth,43.17802221679688
P02_S04_W020,P02_S04,P02,smooth,45.18428540039063
P02_S04_W021,P02_S04,P02,smooth,47.190549072265625
P02_S04_W022,P02_S04,P02,smooth,49.1968095703125
P02_S04_W023,P02_S04,P02,smooth,51.20306030273437
P02_S04_W024,P02_S04,P02,smooth,53.20931005859375
P02_S04_W025,P02_S04,P02,smooth,55.21555786132812
P02_S04_W026,P02_S04,P02,smooth,57.221802734375
P02_S04_W027,P02_S04,P02,smooth,59.22804711914063
P02_S04_W028,P02_S04,P02,smooth,61.234291015625
P02_S04_W029,P02_S04,P02,smooth,63.24053955078125
P02_S04_W030,P02_S04,P02,smooth,65.24677807617188
P02_S04_W031,P02_S04,P02,smooth,67.25302294921875
P02_S04_W032,P02_S04,P02,smooth,69.2592685546875
P02_S04_W033,P02_S04,P02,smooth,71.26551025390626
P02_S04_W034,P02_S04,P02,smooth,73.27175415039062
P02_S04_W035,P02_S04,P02,smooth,75.27799438476562
P02_S04_W036,P02_S04,P02,smooth,77.284240234375
P03_B01_W000,P03_B01,P03,bumpy,5.06209912109375
P03_B01_W001,P03_B01,P03,bumpy,7.062518798828125
P03_B01_W002,P03_B01,P03,bumpy,9.06294140625
P03_B01_W003,P03_B01,P03,bumpy,11.0633623046875
P03_B01_W004,P03_B01,P03,bumpy,13.06377978515625
P03_B01_W005,P03_B01,P03,bumpy,15.0641953125
P03_B01_W006,P03_B01,P03,bumpy,17.064602783203124
P03_B01_W007,P03_B01,P03,bumpy,19.065001953125
P03_B01_W008,P03_B01,P03,bumpy,21.0653916015625
P03_B01_W009,P03_B01,P03,bumpy,23.06577294921875
P03_B01_W010,P03_B01,P03,bumpy,25.06614501953125
P03_B01_W011,P03_B01,P03,bumpy,27.066510009765626
P03_B01_W012,P03_B01,P03,bumpy,29.066865966796875
P03_B01_W013,P03_B01,P03,bumpy,31.06721557617188
P03_B01_W014,P03_B01,P03,bumpy,33.067556640625
P03_B01_W015,P03_B01,P03,bumpy,35.06789208984375
P03_B01_W016,P03_B01,P03,bumpy,37.06822045898438
P03_B01_W017,P03_B01,P03,bumpy,39.06854443359375
P03_B01_W018,P03_B01,P03,bumpy,41.06886181640625
P03_B01_W019,P03_B01,P03,bumpy,43.069173828125
P03_B01_W020,P03_B01,P03,bumpy,45.06948266601562
P03_B01_W021,P03_B01,P03,bumpy,47.069784423828125
P03_B01_W022,P03_B01,P03,bumpy,49.07008178710937
P03_B01_W023,P03_B01,P03,bumpy,51.07037548828125
P03_B01_W024,P03_B01,P03,bumpy,53.07066430664062
P03_B01_W025,P03_B01,P03,bumpy,55.07094921875
P03_B01_W026,P03_B01,P03,bumpy,57.07122973632813
P03_B01_W027,P03_B01,P03,bumpy,59.07150927734375
P03_B01_W028,P03_B01,P03,bumpy,61.071791259765625
P03_B01_W029,P03_B01,P03,bumpy,63.07207373046875
P03_B01_W030,P03_B01,P03,bumpy,65.07236059570313
P03_B01_W031,P03_B01,P03,bumpy,67.07264624023438
P03_B01_W032,P03_B01,P03,bumpy,69.07293383789063
P03_B01_W033,P03_B01,P03,bumpy,71.07322314453126
P03_B01_W034,P03_B01,P03,bumpy,73.07351123046875
P03_B01_W035,P03_B01,P03,bumpy,75.0737958984375
P03_B01_W036,P03_B01,P03,bumpy,77.0740791015625
P03_B01_W037,P03_B01,P03,bumpy,79.074357421875
P03_B01_W038,P03_B01,P03,bumpy,81.07463208007813
P03_B01_W039,P03_B01,P03,bumpy,83.07490161132813
P03_B01_W040,P03_B01,P03,bumpy,85.07516796875
P03_B01_W041,P03_B01,P03,bumpy,87.07543237304688
P03_B01_W042,P03_B01,P03,bumpy,89.07569287109375
P03_B01_W043,P03_B01,P03,bumpy,91.075955078125
P03_B01_W044,P03_B01,P03,bumpy,93.07621850585936
P03_B01_W045,P03_B01,P03,bumpy,95.07648706054688
P03_B01_W046,P03_B01,P03,bumpy,97.07676049804688
P03_B01_W047,P03_B01,P03,bumpy,99.0770380859375
P03_B01_W048,P03_B01,P03,bumpy,101.07731958007813
P03_B01_W049,P03_B01,P03,bumpy,103.07760595703124
P03_B01_W050,P03_B01,P03,bumpy,105.07789965820312
P03_B01_W051,P03_B01,P03,bumpy,107.07819799804687
P03_B01_W052,P03_B01,P03,bumpy,109.07849853515626
P03_B01_W053,P03_B01,P03,bumpy,111.07880151367188
P03_B01_W054,P03_B01,P03,bumpy,113.07910229492188
P03_B01_W055,P03_B01,P03,bumpy,115.07940258789064
P03_B02_W000,P03_B02,P03,bumpy,5.0654951171875
P03_B02_W001,P03_B02,P03,bumpy,7.066156982421875
P03_B02_W002,P03_B02,P03,bumpy,9.066806640625
P03_B02_W003,P03_B02,P03,bumpy,11.067438232421877
P03_B02_W004,P03_B02,P03,bumpy,13.068051513671875
P03_B02_W005,P03_B02,P03,bumpy,15.068645751953126
P03_B02_W006,P03_B02,P03,bumpy,17.069222900390624
P03_B02_W007,P03_B02,P03,bumpy,19.069784912109377
P03_B02_W008,P03_B02,P03,bumpy,21.0703369140625
P03_B02_W009,P03_B02,P03,bumpy,23.070884521484373
P03_B02_W010,P03_B02,P03,bumpy,25.07142944335937
P03_B02_W011,P03_B02,P03,bumpy,27.071966796875
P03_B02_W012,P03_B02,P03,bumpy,29.07249609375
P03_B02_W013,P03_B02,P03,bumpy,31.073015625
P03_B02_W014,P03_B02,P03,bumpy,33.073524169921875
P03_B02_W015,P03_B02,P03,bumpy,35.0740205078125
P03_B02_W016,P03_B02,P03,bumpy,37.07450903320313
P03_B02_W017,P03_B02,P03,bumpy,39.07498779296875
P03_B02_W018,P03_B02,P03,bumpy,41.0754580078125
P03_B02_W019,P03_B02,P03,bumpy,43.07592236328125
P03_B02_W020,P03_B02,P03,bumpy,45.07637768554687
P03_B02_W021,P03_B02,P03,bumpy,47.07682543945312
P03_B02_W022,P03_B02,P03,bumpy,49.07726831054688
P03_B02_W023,P03_B02,P03,bumpy,51.07770263671875
P03_B02_W024,P03_B02,P03,bumpy,53.07813134765625
P03_B02_W025,P03_B02,P03,bumpy,55.07855541992188
P03_B02_W026,P03_B02,P03,bumpy,57.07897094726562
P03_B02_W027,P03_B02,P03,bumpy,59.07937646484375
P03_B02_W028,P03_B02,P03,bumpy,61.079771484375
P03_B02_W029,P03_B02,P03,bumpy,63.08015795898437
P03_B02_W030,P03_B02,P03,bumpy,65.0805341796875
P03_B02_W031,P03_B02,P03,bumpy,67.0808994140625
P03_B02_W032,P03_B02,P03,bumpy,69.08125830078124
P03_B02_W033,P03_B02,P03,bumpy,71.08160668945312
P03_B02_W034,P03_B02,P03,bumpy,73.08194750976563
P03_B02_W035,P03_B02,P03,bumpy,75.08228271484376
P03_B02_W036,P03_B02,P03,bumpy,77.08260913085938
P03_B02_W037,P03_B02,P03,bumpy,79.08292846679687
P03_B02_W038,P03_B02,P03,bumpy,81.08324194335937
P03_B02_W039,P03_B02,P03,bumpy,83.08354833984374
P03_B02_W040,P03_B02,P03,bumpy,85.083849609375
P03_B02_W041,P03_B02,P03,bumpy,87.08414624023438
P03_B02_W042,P03_B02,P03,bumpy,89.08444189453125
P03_B02_W043,P03_B02,P03,bumpy,91.08473876953126
P03_B02_W044,P03_B02,P03,bumpy,93.08503466796876
P03_B02_W045,P03_B02,P03,bumpy,95.08533056640626
P03_B02_W046,P03_B02,P03,bumpy,97.08562817382813
P03_B02_W047,P03_B02,P03,bumpy,99.085923828125
P03_B02_W048,P03_B02,P03,bumpy,101.08621923828125
P03_B02_W049,P03_B02,P03,bumpy,103.08651684570312
P03_B03_W000,P03_B03,P03,bumpy,5.031782470703125
P03_B03_W001,P03_B03,P03,bumpy,7.032505615234375
P03_B03_W002,P03_B03,P03,bumpy,9.03323095703125
P03_B03_W003,P03_B03,P03,bumpy,11.0339560546875
P03_B03_W004,P03_B03,P03,bumpy,13.034681396484377
P03_B03_W005,P03_B03,P03,bumpy,15.0354052734375
P03_B03_W006,P03_B03,P03,bumpy,17.036129150390625
P03_B03_W007,P03_B03,P03,bumpy,19.03685205078125
P03_B03_W008,P03_B03,P03,bumpy,21.037575927734373
P03_B03_W009,P03_B03,P03,bumpy,23.03829931640625
P03_B03_W010,P03_B03,P03,bumpy,25.039023681640625
P03_B03_W011,P03_B03,P03,bumpy,27.039746826171875
P03_B03_W012,P03_B03,P03,bumpy,29.040470703125
P03_B03_W013,P03_B03,P03,bumpy,31.04119482421875
P03_B03_W014,P03_B03,P03,bumpy,33.04191821289062
P03_B03_W015,P03_B03,P03,bumpy,35.04263989257812
P03_B03_W016,P03_B03,P03,bumpy,37.0433623046875
P03_B03_W017,P03_B03,P03,bumpy,39.04408203125
P03_B03_W018,P03_B03,P03,bumpy,41.0447998046875
P03_B03_W019,P03_B03,P03,bumpy,43.045516845703126
P03_B03_W020,P03_B03,P03,bumpy,45.0462333984375
P03_B03_W021,P03_B03,P03,bumpy,47.0469501953125
P03_B03_W022,P03_B03,P03,bumpy,49.0476650390625
P03_B03_W023,P03_B03,P03,bumpy,51.04838012695313
P03_B03_W024,P03_B03,P03,bumpy,53.049095703125
P03_B04_W000,P03_B04,P03,bumpy,5.0412841796875
P03_B04_W001,P03_B04,P03,bumpy,7.0420634765625
P03_B04_W002,P03_B04,P03,bumpy,9.042837890625
P03_B04_W003,P03_B04,P03,bumpy,11.04360693359375
P03_B04_W004,P03_B04,P03,bumpy,13.044366943359377
P03_B04_W005,P03_B04,P03,bumpy,15.045120361328124
P03_B04_W006,P03_B04,P03,bumpy,17.04586669921875
P03_B04_W007,P03_B04,P03,bumpy,19.04660400390625
P03_B04_W008,P03_B04,P03,bumpy,21.047336181640624
P03_B04_W009,P03_B04,P03,bumpy,23.04806225585937
P03_B04_W010,P03_B04,P03,bumpy,25.0487822265625
P03_B04_W011,P03_B04,P03,bumpy,27.049497314453124
P03_B04_W012,P03_B04,P03,bumpy,29.050209716796875
P03_B04_W013,P03_B04,P03,bumpy,31.05091748046875
P03_B04_W014,P03_B04,P03,bumpy,33.0516220703125
P03_B04_W015,P03_B04,P03,bumpy,35.0523212890625
P03_B04_W016,P03_B04,P03,bumpy,37.05301806640625
P03_B04_W017,P03_B04,P03,bumpy,39.05370971679688
P03_B04_W018,P03_B04,P03,bumpy,41.05439916992187
P03_B04_W019,P03_B04,P03,bumpy,43.05509008789063
P03_B04_W020,P03_B04,P03,bumpy,45.0557861328125
P03_B04_W021,P03_B04,P03,bumpy,47.056484375
P03_B04_W022,P03_B04,P03,bumpy,49.05718090820312
P03_B04_W023,P03_B04,P03,bumpy,51.057876953125
P03_B04_W024,P03_B04,P03,bumpy,53.05856909179688
P03_S01_W000,P03_S01,P03,smooth,5.055952392578125
P03_S01_W001,P03_S01,P03,smooth,7.056464111328125
P03_S01_W002,P03_S01,P03,smooth,9.056979248046876
P03_S01_W003,P03_S01,P03,smooth,11.05749755859375
P03_S01_W004,P03_S01,P03,smooth,13.058017333984376
P03_S01_W005,P03_S01,P03,smooth,15.05853955078125
P03_S01_W006,P03_S01,P03,smooth,17.059058349609376
P03_S01_W007,P03_S01,P03,smooth,19.059572509765623
P03_S01_W008,P03_S01,P03,smooth,21.06007983398437
P03_S01_W009,P03_S01,P03,smooth,23.060584228515623
